text,pnum,x0,y0,x1,y1,y
"TERMO DE ACORDO DE REGIME ESPECIAL
Nº  128/2002 -  SUREC/SEFP
(PROC. Nº  040.002.726/2002
A SUBSECRETARIA DA RECEITA DA SECRETARIA  DE FAZENDA E PLANEJAMENTO
DO DISTRITO FEDERAL, doravante denominada SUBSECRETARIA, neste ato representada
pelo seu titular, com fulcro na Lei nº. 1.254, de 08 de novembro de 1996, e Decreto nº. 20.322, de 17",5,396.75,809.7730102539062,737.41455078125,875.7789916992188,False
"                                                                      Diário Oficial do Distrito Federal
PÁGINA   7
Nº 211,  segunda-feira, 4 de novembro de 2002",6,28.5,32.252498626708984,736.7526245117188,51.87474822998047,False
"de junho de 1999, resolve conceder o presente TERMO DE ACORDO DE REGIME ESPECIAL
à empresa H.ALVES PIMENTA COMERCIAL  DE ALIMENTOS, doravante denominada
ACORDANTE, estabelecida à QR 218 CONJ. E LOTE 32 – SANTA MARIA - DF, inscrita no
CF/DF sob o nº 07.433.073/001-43 e no CNPJ/MF sob o nº 05.013.648/0001-16, neste ato repre-
sentada pelo seu titular Sr. HALEY ALVES PIMENTA,  residente e domiciliada à Q. 06 CONJ. M
LOTE 03 - PARANOÁ - DF,  portador da Carteira de Identidade nº 1.234.536– SSP/DF  e CPF/MF
nº 681.222.766-87, mediante as seguintes cláusulas e condições:
CLÁUSULA PRIMEIRA - Fica a ACORDANTE autorizada a utilizar o tratamento tributário
definido no artigo 37, II, da Lei nº 1.254, de 08 de novembro de 1996, com a redação dada pela Lei
nº 2.381, de 20 de maio de 1999, e sua regulamentação.
PARÁGRAFO PRIMEIRO - O disposto nesta Cláusula não se aplica às operações e/ou prestações:
a. com mercadorias submetidas ao regime de substituição tributária em operações internas,
de que tratam os Cadernos I e II do Anexo IV do Decreto nº 18.955, de 22 de dezembro de 1997,
exceto as mercadorias constantes do Convênio 76/94 e as mercadorias de que trata o caderno III
do Anexo IV do Decreto 18.955, de 22 de dezembro de 1997;
b. com mercadorias constantes dos Cadernos I,  III, IV e V do Anexo I do Decreto nº 18.955,
de 22 de dezembro de 1997.
c. referentes às devoluções de mercadoria.
d. realizadas, dentro do território do Distrito Federal, entre estabelecimentos pertencentes ao
mesmo titular ou para estabelecimentos de empresa que com aquele mantenha relação de interde-
pendência, assim definida nos incisos I e II do parágrafo único do artigo 15 da Lei nº 1.254/96.
 e. de remessa para industrialização.
PARÁGRAFO SEGUNDO - Qualquer alteração da legislação tributária será aplicada a partir do
1º dia do mês subseqüente ao de início da vigência do respectivo ato.
CLÁUSULA SEGUNDA - Durante a vigência deste Regime a ACORDANTE é obrigada a:
I - respeitar toda exigência para enquadramento no presente tratamento tributário;
II - emitir normalmente o documento fiscal exigido para a operação, com o respectivo destaque de
ICMS previsto para a mesma, indicando o item da operação enquadrada neste regime;
III - nas operações com redução de base de cálculo o ICMS a ser destacado corresponderá ao da
base reduzida, e esta circunstância deverá ser informada no documento;
IV - escriturar todos os livros fiscais e documentos fiscais, conforme Portaria 790/97, ressalvado:
a) - Livro Registro de Apuração do ICMS (modelo P9):
1. o campo 013 deverá refletir o valor a ser efetivamente recolhido, na forma deste Termo de Acordo.
2. no campo 001, “Saídas com Débito do Imposto”, informar o valor do ICMS debitado
com os efeitos deste Termo de Acordo (incluindo-se, também, os débitos referentes a mercadorias
que terão apuração normal).
3. no campo 005, “Crédito por entradas com crédito do imposto”, informar o crédito
referente às mercadorias saídas com apuração normal.
4. no campo 002, “Outros Débitos”, incluir o valor complementar, se existente, referente à
diferença entre o imposto apurado na forma deste Termo de Acordo e o valor mínimo de recolhi-
mento a que se refere a sua cláusula quarta;
5. no campo 009, “Saldo credor do período anterior”, informar o valor registrado como
“Outros débitos” no mês anterior, se a título do complemento a que se refere o item anterior.
b) - Guias de Informação do ICMS: idem quanto ao disposto na alínea “a” deste inciso.
c) - Livro Registro de Saídas (modelo P2A) - fazer constar totalizador parcial (por item, e por
respectivo percentual de crédito, conforme Portaria 384/2001), das operações enquadradas neste
Regime Especial, e também daquelas que não se enquadrem.
PARÁGRAFO ÚNICO - Nas operações e prestações sujeitas ao regime de apuração normal a
que se refere esta Cláusula, os créditos relativos a entrada de bens para uso, consumo ou ativo
permanente, energia elétrica e serviços de comunicação ou de transporte interestadual e intermu-
nicipal serão apropriados na mesma proporção do total das saídas sujeitas ao regime de apuração
normal, observadas as hipóteses de anulação e estorno do crédito.
CLÁUSULA TERCEIRA - O recolhimento do ICMS a que se refere este Termo de Acordo
deverá ser feito em guia específica dentro do prazo normal fixado na legislação tributária e a
adoção do regime de apuração nele previsto não dispensa a ACORDANTE:
I - do pagamento do ICMS referente ao diferencial de alíquota devido nas aquisições interestadu-
ais de bens e serviços para uso e consumo;
II - do cumprimento das obrigações tributárias previstas para as operações com mercadorias
sujeitas ao regime da substituição tributária, seja na condição de substituta ou substituída;
III - do pagamento do ICMS incidente nas importações do exterior de bens, mercadorias ou serviços.
CLÁUSULA QUARTA - Fica também obrigada a ACORDANTE a:
a. destinar, mensalmente, ao Fundo de Apoio à Arte e à Cultura de que trata a Lei 158/91, o
valor correspondente a 0,05% (cinco centésimos por cento) do valor de saídas tributadas objeto
do presente Termo.
b. Realizar, no mínimo, 90% (noventa por cento) de suas operações ou prestações com
pessoas jurídicas, inclusive o setor público.
        CLÁUSULA QUINTA - A partir de 30 (trinta) dias da eficácia deste Termo, a comercializa-
ção de mercadorias para adquirentes do Distrito Federal, por empresa estabelecida em outra
unidade da Federação pertencente a titular da ACORDANTE, deverá ser efetuada por conta e
ordem da signatária deste Termo.
PARÁGRAFO PRIMEIRO - O disposto nesta Cláusula aplica-se também às operações realiza-
das por empresas que mantenham relações de interdependência com a ACORDANTE.
PARÁGRAFO SEGUNDO - Considerar-se-ão interdependentes duas empresas quando:
I - uma delas, por si, seus sócios ou acionistas, e respectivos cônjuges e filhos menores forem
titulares de mais de 50% (cinqüenta por cento) do capital de outra;
II - uma mesma pessoa fizer parte de ambas, na qualidade de diretor, ou sócio com funções de
gerência, ainda que exercida sobre outra denominação.",6,28.5,61.27300262451172,369.88616943359375,875.7789916992188,False
"PARÁGRAFO TERCEIRO - O não cumprimento das disposições desta Cláusula obrigará a
ACORDANTE a recolher, com os acréscimos legais:
I - o imposto correspondente à aplicação da diferença entre a alíquota interna do Distrito Federal e
a interestadual da unidade federada do remetente, sobre o valor da operação realizada pelo remeten-
te, se o valor da venda no período de apuração não ultrapassar a 5% do da ACORDANTE.
II - as diferenças havidas entre as sistemáticas de apuração normal do imposto e a do presente
Termo, a partir do período de apuração da ocorrência do fato até a data da efetiva regularização,
se o valor da venda no período de apuração ultrapassar a 5% do da ACORDANTE.
PARÁGRAFO QUARTO - O disposto no parágrafo anterior aplica-se tão somente às operações
destinadas a terceiros.
CLÁUSULA SEXTA-. A ACORDANTE fica autorizada a emitir por sistema eletrônico de
processamento de dados todos os documentos e livros fiscais de que trata a Portaria nº 790, de 26
de dezembro de 1997.
CLÁUSULA SÉTIMA - A ACORDANTE disponibilizará à Secretaria de Fazenda, em meio
magnético, todas as informações constantes dos documentos fiscais por ela emitidos, nos leiautes
estabelecidos no Manual de Orientação a que se refere o Anexo III à Portaria SEFP nº 790, de 26
de dezembro de 1997, contendo os registros tipo 10, 11, 50, 53, 54, 75 e 90.
PARÁGRAFO PRIMEIRO - Para efeito deste Termo de Acordo, tratando-se de operações
interestaduais, o registro tipo 53 fica adaptado à seguinte forma: o campo 15 fica desmembrado
em três outros campos, sendo: campo 15, contendo sete posições alfanuméricas, para informação
da placa do veículo utilizado para o transporte da mercadoria descrita no registro tipo 54; campo
16, com duas posições, para indicação do número da viagem que não deverá se repetir para um
mesmo veículo e dia; e campo 17 , Brancos, com vinte e uma posições.
PARÁGRAFO SEGUNDO - Para efeito deste Termo de Acordo, o registro tipo 54 sofre a
inclusão do campo 19, com duas posições numéricas para informação do item contido na Portaria
293 referente ao produto. Para compensação, o campo 18 foi reduzido em duas posições.
PARÁGRAFO TERCEIRO - Para cada registro tipo 50, deverá ser encaminhado um registro
tipo 53. Caso não haja mercadorias sujeitas à substituição tributária, os campos 11, 12 e 13
deverão ser preenchidos com zeros.
PARÁGRAFO QUARTO - Nas vendas realizadas para pessoa física, o campo 02 dos registros
tipo 50 e 54 serão preenchidos com o número do CPF/MF do adquirente, e o campo 03 do
registro do tipo 50 com a palavra “ISENTA”.
PARÁGRAFO QUINTO - No ato da emissão dos documentos fiscais, as informações neles
contidas deverão ser gravadas em um arquivo tipo texto, contendo separadores CR+LF para os
registros e mesmo leiaute referenciado no caput para transferência por meio da INTERNET aos
computadores da SEF utilizando o serviço File Transfer Protocol - FTP para o endereço Domain
Name Server - DNS <ftp://ftp.sef.df.gov.br/>
PARÁGRAFO SEXTO - O nome dos arquivos de que trata o parágrafo anterior deverá ser formado
pela concatenação da constante inicial O “ROI” acrescida do CNPJ/MF da ACORDANTE finali-
zando com a data e hora de geração no formato DDMMAAAAHHMMSS e a extensão “.txt”.
PARÁGRAFO SÉTIMO - Os arquivos deverão ser transmitidos à SEF em períodos não supe-
riores a 90 (noventa) minutos, com tamanho máximo de 2 (dois) Mbyte, sendo que os registros
do tipo 10, 11 e 75 devem constar na primeira transmissão ou quando ocorrer atualizações que
modifiquem a situação inicial.
PARÁGRAFO OITAVO - As alterações nos tipos 53 e 54 a que se referem os parágrafos
primeiro e segundo desta cláusula só se aplicam para efeito deste Termo de Acordo, devendo se
manter inalterados para as demais finalidades.
CLÁUSULA OITAVA -  O regime especial de que trata este Termo de Acordo poderá ser revisto
a cada período de três meses, a fim de se verificar o cumprimento das metas estabelecidas em suas
cláusulas quarta e quinta .
PARÁGRAFO ÚNICO - Implicará em imediata rescisão do presente Termo de Acordo, sem
prejuízo das demais sanções aplicáveis:
I - a inobservância de qualquer de suas cláusulas por parte da ACORDANTE, bem como o não
cumprimento das metas estabelecidas nas cláusulas quarta e quinta ;
II - a incompatibilidade com a legislação vigente;
III - a incorrência em quaisquer das situações elencadas no art. 6º. do Decreto nº 20.322/99.
CLÁUSULA NONA - Qualquer das partes poderá denunciar o presente Termo de Acordo
mediante aviso prévio com, no mínimo, 30 (trinta) dias de antecedência.
CLÁUSULA DÉCIMA - Fica eleito o foro de Brasília, Distrito Federal, para apreciar e dirimir
eventuais contendas relativas a este Termo.
CLÁUSULA DÉCIMA PRIMEIRA – Este Termo de Acordo entrará em vigor na data de sua
assinatura,   com duração até 30 de junho de 2006, e será lavrado em 02 (duas) vias de igual teor,
que terão a seguinte destinação:
· 1ª. via – PROCESSO
· 2ª via – ACORDANTE
· 1ª cópia – SUBSECRETARIA DA RECEITA
· 2ª cópia – DIRETORIA DE TRIBUTAÇÃO – DITRI
· 3ª cópia – DIRETORIA DE ATENDIMENTO AO CONTRIBUINTE –DIATE
· 4ª cópia – DIRETORIA DE FISCALIZAÇÃO EM ESTABELECIMENTOS – DIFES
· 5ª cópia – DIRETORIA DE FISCALIZAÇÃO DE MERCADORIAS EM TRÂNSITO
- DITRA
Assim, lido e aceito, vai o presente Termo assinado pelas partes acordantes e testemunhas abaixo
relacionadas.
Brasília, 25 de outubro de  2002
CORDÉLIA CERQUEIRA RIBEIRO
Subsecretária da Receita
H. ALVES PIMENTA COMERCIAL DE ALIMENTOS
HALEY ALVES PIMENTA - CPF/MF 681.222.766-87
Titular",6,396.75,60.52300262451172,738.0802612304688,876.5289916992188,False
"                                     Diário Oficial do Distrito Federal
PÁGINA   8
Nº 211,  segunda-feira, 4 de novembro de 2002",7,27.75,31.502498626708984,736.6690673828125,51.12474822998047,False
"1º ADITIVO AO TERMO DE ACORDO DE REGIME ESPECIAL
Nº  023/2002 –  SUREC/SEFP
(PROC. Nº  040.005454/2001)
A SUBSECRETARIA DA RECEITA DA SECRETARIA  DE FAZENDA E PLANEJAMEN-
TO  DO DISTRITO FEDERAL, doravante denominada SUBSECRETARIA, neste ato repre-
sentado pelo seu titular, com fulcro na Lei nº. 1.254, de 08 de novembro de 1996, e Decreto nº.
20.322, de 17 de junho de 1999, resolve alterar por meio deste TERMO ADITIVO ao TERMO
DE ACORDO DE REGIME ESPECIAL concedido à empresa  WURTH DO BRASIL PEÇAS
DE FIXAÇÃO LTDA, doravante denominada ACORDANTE, estabelecida na STRC/SUL
TRECHO 03 CONJ. C LOTE 03 PARTE  - GUARÁ - BRASÍLIA – DF., inscrita no CF/DF sob
o nº 07.428.388/002-70 e no CNPJ/MF sob o nº 43.648.971/0019-84,  neste ato representado por
seu Procurador Sr. JORGE EDUARDO BARBOSA BARRETO, residente e domiciliado à QS
05 RUA 311 LOTE 03 SALA 201  TAGUATINGA - DF,  portador da Carteira de Identidade nº
009649 -* CRC/DF, e CPF/MF nº 505.554.991-20, na forma como se segue:
CLÁUSULA PRIMEIRA – A cláusula décima terceira do presente Termo de Acordo de Regime
Especial passa a vigorar com a seguinte redação:
CLÁUSULA DÉCIMA TERCEIRA– Este Termo de Acordo entrará em vigor na data de sua
assinatura, produzindo efeitos a partir do primeiro dia do mês seguinte ao da assinatura  até  30
de junho de 2006 e será lavrado em 06 (seis) vias de igual teor, que terão a seguinte destinação:
CLÁUSULA SEGUNDA – Este Termo Aditivo entrará em vigor na data de sua assinatura,   com duração
até 30 de junho de 2006, e será lavrado em 02 (duas) vias de igual teor, que terão a seguinte destinação:
· 1ª. via – PROCESSO
· 2ª via – ACORDANTE
· 1ª cópia – SUBSECRETARIA DA RECEITA
· 2ª cópia – DIRETORIA DE TRIBUTAÇÃO – DITRI
· 3ª cópia – DIRETORIA DE ATENDIMENTO AO CONTRIBUINTE –DIATE
· 4ª cópia – DIRETORIA DE FISCALIZAÇÃO EM ESTABELECIMENTOS – DIFES
· 5ª cópia – DIRETORIA DE FISCALIZAÇÃO DE MERCADORIAS EM TRÂNSITO
- DITRA
Assim, lido e aceito, vai o presente Termo assinado pelas partes acordantes e testemunhas abaixo
relacionadas.
Brasília, 21 de outubro de  2002
CORDÉLIA CERQUEIRA RIBEIRO
Subsecretária da Receita
WURTH DO BRASIL PEÇAS DE FIXAÇÃO LTDA
 JORGE EDUARDO BARBOSA BARRETO – CPF/MF 505.554.991-20
Procurador",7,27.75,61.27300262451172,369.0252685546875,451.27899169921875,False
"TERMO DE CASSAÇÃO DE REGIME ESPECIAL
Nº 33/ 2002 – SUREC/SEFP
(PROCESSO Nº 040.003497/2000)
A SUBSECRETÁRIA DA RECEITA DA SECRETARIA DE FAZENDA E PLANEJAMENTO
DO DISTRITO FEDERAL,  em conformidade com o INCISO I DO PARÁGRAFO ÚNICO DA
CLÁUSULA NONA do Termo de Acordo de Regime Especial – TARE N. º 047/2000, combinado
o inciso V e com o § 6º do Art. 6º do Decreto nº 23.256/02, observando, ainda, o “caput” e § 2º do art.
78 e o art. 79 do Decreto 16.106/94, na condição de Autoridade Concedente do TARE, resolve:
1. Aprovar o parecer de emissão da Gerência de Monitoramento e Auditorias Especiais,
onde é sugerida a cassação da empresa “TIO JORGE DIST. DE PRODUTOS ALIMENTÍCIOS
IMP. EXP. LTDA”, CF/DF nº 07.400.498/001-10 do regime especial de apuração do ICMS –
TARE, de que trata o Decreto 23.256/02;
2. Cassar o regime especial de apuração do ICMS previsto no TARE Nº 047/2000;
3. Tornar sem efeito o TARE cassado, a partir de 01 de OUTUBRO de 2000, sendo
aplicada à empresa, a partir daquela data, o regime normal de apuração do ICMS;
4. Publique-se e encaminhe-se à Gerência de Monitoramento e Auditorias Especiais para
providências cabíveis.
Brasília, 25 de outubro de 2002
CORDÉLIA CERQUEIRA RIBEIRO",7,27.75,460.27301025390625,369.1426086425781,662.7789916992188,False
"TERMO DE CASSAÇÃO DE REGIME ESPECIAL
Nº 34/ 2002 – SUREC/SEFP
(PROCESSO Nº 125.002122/2002)
A SUBSECRETÁRIA DA RECEITA DA SECRETARIA DE FAZENDA E PLANEJAMENTO
DO DISTRITO FEDERAL,  em conformidade com o INCISO PRIMEIRO DO PARÁGRAFO
ÚNICO DA CLÁUSULA OITAVA do Termo de Acordo de Regime Especial – TARE N. º 049/
2002, combinado o inciso V  e com o § 6º do Decreto nº 23.256/02, observando, ainda, o “caput” e
§ 2º do art. 78 do Decreto 16.106/94, na condição de Autoridade Concedente do TARE, resolve:
5. Aprovar o parecer de emissão da Gerência de Monitoramento e Auditorias Especiais,
onde é sugerida a cassação da empresa “TIO JORGE DIST. DE PRODUTOS ALIMENTÍCIOS
IMP. EXP. LTDA”, CF/DF nº 07.400.498/002-09 do regime especial de apuração do ICMS –
TARE, de que trata o Decreto 23.256/02;
6. Cassar o regime especial de apuração do ICMS previsto no TARE Nº 049/2002;
7. Tornar sem efeito o TARE cassado, a partir de JUNHO DE 2002, sendo aplicada à
empresa, a partir daquela data, o regime normal de apuração do ICMS;
8. Publique-se e encaminhe-se à Gerência de Monitoramento e Auditorias Especiais para
providências cabíveis.
Brasília, 25 de outubro de 2002
CORDÉLIA CERQUEIRA RIBEIRO",7,27.75,671.7730102539062,369.7149353027344,876.5289916992188,False
"DESPACHO Nº 5 – NUESP/GEESP/DITRI, DE 22 DE OUTUBRO DE 2002.
PROCESSO Nº: 040.002.038/2001
INTERESSADO :ASSOCIAÇÃO DOS PRODUTORES RURAIS DO VALE DO CURRALINHO
ASSUNTO : REGIME ESPECIAL
O DIRETOR DE TRIBUTAÇÃO DA SUBSECRETARIA DA RECEITA DA SECRETARIA DE
ESTADO DE FAZENDA E PLANEJAMENTO DO DISTRITO FEDERAL, no uso das atribui-
ções previstas na Ordem de Serviço nº 92, de 10 de julho de 2002, artigo 1º, inciso I, alínea “c”, decide:
Indeferir o pedido de regime especial, devido à perda de objeto.
Fica assegurado ao interessado o direito a recurso, conforme prevê o artigo 86 do Decreto nº
16.106, de 30 de novembro de 1994.
FRANCISCO OTÁVIO MIRANDA MOREIRA",7,396.75,85.27300262451172,738.2207641601562,205.2790069580078,False
"CONSULTA Nº: 027/2002 – GEESC/DITRI
PROCESSOS Nº:  040.007.236 / 1993
INTERESSADO: HIDRÁULICA BRASIL LTDA.
ISS –  TERRITORIALIDADE – COMPETÊNCIA TRIBUTÁRIA  DO MUNICÍPIO ONDE
O SERVIÇO É PRESTADO – NOTA FISCAL A SER EMITIDA PELO PRESTADOR DE
SERVIÇO NA ENTRADA E SAÍDA DOS BENS EM SEU ESTABELECIMENTO
Senhora Gerente,
HIDRÁULICA BRASIL LTDA., inscrita no Cadastro Fiscal do Distrito Federal - CF/DF sob o n.º
07.322.183/002-82, situada no  SIA SUL QUADRA 5-C – LOTES 25/26 – LOJA 32 PARTE,
SETOR DE INDÚSTRIA E ABASTECIMENTO, BRASÍLIA – DF, formula consulta a respeito
da incidência do Imposto Sobre Serviços – ISS sobre a prestação de serviços ocorrida fora do limite
territorial do Distrito Federal, pela matriz da consulente localizada na cidade de Goiânia, estado de
Goiás, e as respectivas obrigações acessórias a serem cumpridas pelo estabelecimento filial, situado
no Distrito Federal, na remessa de bens e mercadorias de terceiros ao estabelecimento matriz.
Esclarece que exerce atividade de manutenção de máquinas e equipamentos e que, por vezes, a
manutenção é feita pelo estabelecimento matriz em Goiânia, por intermédio da filial de Brasília.
Nestes casos, o estabelecimento situado em Brasília emitia, por ocasião da saída da máquina ou
equipamento para a matriz, nota fiscal  série C-1 (natureza da operação: simples remessa para
conserto), este procedimento era repetido pela matriz quando da devolução do bem enviado para
conserto, sendo também emitida por esta nota fiscal de serviços para o tomador do serviço.
A então Divisão de Receita de Brasília, anexou os dados cadastrais da empresa às fls. 3 e 4,
informando, às fl. 4, que a mesma não está sob ação fiscal.
 É o relatório.
O Decreto 3.552, de 25 de dezembro de 1976, que regulou o Imposto Sobre Serviços – ISS até o mês
de fevereiro de 1994, estabelecia que na entrada e posterior saída de máquinas e equipamentos no
estabelecimento prestador de serviços seriam emitidas as Notas Fiscais de Serviços série “C”, modelo
5 e série “D”, modelo 6, respectivamente. Ou seja, na entrega pelo tomador do serviço de bem de sua
propriedade no estabelecimento prestador do serviço e na sua posterior retirada, seriam expedidos os
documentos fiscais retrocitados. Esta prescrição, porém, só se aplicava ao prestador de serviços não
obrigado à inscrição como contribuinte do Imposto sobre a Circulação de Mercadorias – ICM.
Na hipótese em que o prestador do serviço também estivesse inscrito como contribuinte do ICM
– caso da consulente, como se pode atestar às fl. 3 – os documentos fiscais próprios para
acobertar a entrada e a saída dos bens destinados a reparos eram, respectivamente, a Nota Fiscal
de Entrada, série “E”, modelo 3,  e a Nota Fiscal série C, modelo 1, relacionadas no artigo 127 do
então Regulamento do ICM, baixado pelo Decreto 3992, de 13 de dezembro de 1977. Deste
modo, não há o que acrescentar ao correto procedimento adotado pelo contribuinte à época da
formulação da consulta,  em que vigiam os dispositivos legais retromencionados.
Vejamos o artigos citado:
“”Art. 127 - Os documentos fiscais a que aludem os incisos I a III, do artigo 121, serão confecci-
onados e utilizados com observância das seguintes
séries:
...........................................................
III - “C” - Nota Fiscal, modelo 1 - na saída de mercadorias a  destinatários localizados em outra
Unidade da Federação com ou sem lançamento do   Imposto sobre Produtos Industrializados;
..........................................................
V - “E” - Nota Fiscal de Entrada, modelo 3 - na entrada de  mercadorias no estabelecimento, nos
termos do artigo 148.””
“Art. 148 - Os estabelecimentos, excetuados os de produtores  agropecuários, emitirão a Nota
Fiscal de Entrada sempre que, no estabelecimento   entrarem, real ou simbolicamente, mercadorias:
I - novas ou usadas, remetidas, a qualquer título,  por   particulares, produtores agropecuários,
bem como por pessoas físicas ou jurídicas não obrigadas à emissão de documentos fiscais;”
A partir de 1.º de março de 1994, o Imposto sobre Operações Relativas à Circulação de Mercado-
rias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunica-
ção - ICMS no Distrito Federal passou a ser regulado pelas disposições do Decreto n.º 15.470, de
28 de fevereiro de 1994.
De acordo com o regulamento em questão (art. 84), seriam emitidas as Notas Fiscais de Entrada,
modelo 3, na entrada de mercadoria nova ou usada remetida, a qualquer título, por pessoa física
ou jurídica não obrigada à emissão de documentos fiscais.
Diz o artigo 84 do Decreto 15.470/94:",7,396.75,239.0229949951172,738.169921875,876.5289916992188,False
"                                                                      Diário Oficial do Distrito Federal
PÁGINA   9
Nº 211,  segunda-feira, 4 de novembro de 2002",8,28.5,32.252498626708984,736.7526245117188,51.87474822998047,False
"“Art. 84. Além de outras hipóteses previstas  na legislação, o contribuinte, excetuado o produtor
agropecuário, emitirá Nota Fiscal de Entrada, modelo 3, no momento em que entrar no estabele-
cimento, real ou simbolicamente, mercadoria (Convênio SINIEF s/n, de 15.12.70, arts. 54 e 56,
alterado pelos Ajustes SINIEF 5/71 e 16/89):
I - nova ou  usada, remetida  a  qualquer  título, por produtor agropecuário ou por pessoa natural
ou jurídica não obrigada à emissão de documentos fiscais;” (grifamos)
Na posterior saída para estabelecimento situado fora do Distrito Federal, era a seguinte a deter-
minação do antigo Regulamento do ICMS:
“Art. 75. O contribuinte, excetuado o  produtor agropecuário, emitirá Nota Fiscal, modelo 1
(Convênio SINIEF s/n,  de 15.12.70, arts. 18 e 21, e Convênio SINIEF 6/89, art. 89):
I - antes de iniciada a saída da mercadoria;”(grifos nossos)
O Decreto 15.470 vigorou até 30 de novembro do mesmo ano de sua edição. A partir de 1.º de
dezembro de 1994, passou a viger o Decreto n.º 16.102/94 que, diferentemente do decreto
anterior, não previa uma nota fiscal exclusiva para regularizar a entrada de mercadorias desacober-
tada de documento fiscal emitido na origem. Instituiu o novo Regulamento a Nota Fiscal em
Modelo Completo – modelos 1 e 1-A – como própria para o registro tanto das entradas como da
saída de mercadorias.
Eis o disposto no artigo 79 do Dec. 16.102/94:
“Art. 79. As notas Fiscais modelos 1 e 1-A serão emitidas na hipótese de:
I - saída de mercadoria, a qualquer título:
a) com destino a contribuinte do imposto;
b) adquirida por não contribuinte, quando esta não deva ser retirada do estabelecimento pelo
adquirente;
II - entrada de mercadoria:
a) nova ou usada remetida, a qualquer título, por produtor agropecuário ou por pessoa natural ou
jurídica não obrigada à emissão de documentos fiscais;
NOVA REDAÇÃO dada à alínea “a” do inciso II do art. 79 pelo Decreto 18.162, de 09/04/97 -
DODF nº 68, de 10/04/97.
“a) nova ou usada remetida, a qualquer título, por produtor rural não equiparado a comerciante ou
industrial, ou por pessoa física ou jurídica não obrigada á emissão de documentos fiscais;”
Presentemente, a legislação do Imposto sobre Operações Relativas à Circulação de Mercadorias
e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação -
ICMS no Distrito Federal é regida pelas disposições da Lei 1.254, de 8 de novembro de 1996,
regulamentada pelo Decreto 18.955, de 22 de dezembro de 1997. O artigo 84 do atual Regulamen-
to do ICMS repete o mandamento insculpido no artigo 79 do regulamento anterior.
“Art. 84. As notas Fiscais modelos 1 e 1-A serão emitidas na hipótese de:
I - saída de mercadoria, a qualquer título:
a) com destino a contribuinte do imposto;
b) adquirida por não contribuinte, quando esta não deva ser retirada do estabelecimento pelo
adquirente;
II - entrada de mercadoria:
a) nova ou usada remetida, a qualquer título, por produtor rural não equiparado a comerciante ou
industrial, ou por pessoa física ou jurídica não obrigada à emissão de documentos fiscais;”
Em que pese o fato de receber bens ou mercadorias dos tomadores dos serviços – retornando-os
a estes após concluídos os serviços – não se caracterizar como uma operação de circulação de
mercadorias, isto não implica perda da qualidade de contribuinte do ICMS pela consulente, como
se pode atestar pelas informações contidas no CF/DF. Por conseguinte, persiste a obrigação de
emitir os documentos fiscais pertinentes à entrada e saída dos bens destinados a reparos em seu
estabelecimento. Tal obrigação deriva do disposto no já visto artigo 84, inciso II do RICMS e
permite que, numa eventual fiscalização, seja possível diferenciar os bens destinados à comerci-
alização dos que serão objeto da prestação de serviço.
Remetendo-nos ao caso em concreto, a Hidráulica Brasil Ltda. deve, ante a legislação vigente, ao
receber bem ou mercadoria pertencente a terceiros não obrigados à emissão de documentos
fiscais, emitir nota fiscal de entrada (modelo 1), vedado o aproveitamento de qualquer crédito do
imposto relativo a  esta operação, vez que não há imposto cobrado na operação anterior, condição
essencial para a aplicação do princípio da não-cumulatividade do ICMS.
É o que diz o artigo 31 da Lei Distrital nº 1.254, de 8 de novembro de 1996:
Art. 31. O imposto é não-cumulativo, compensando-se o que for devido em cada operação
relativa à circulação de mercadorias ou prestação de serviços de transporte interestadual e inter-
municipal e de comunicação, com o montante cobrado nas anteriores, pelo Distrito Federal ou por
outra unidade federada. (não grifado no original)
Posteriormente, remetendo o bem ou mercadoria à matriz em Goiânia para reparos, a consultante
emitirá outra nota fiscal (modelo 1), desta vez de saída e com débito do imposto, que acompanha-
rá o objeto até o destino. Ao receber e ao remeter em retorno o bem ou a mercadoria, o estabele-
cimento matriz repetirá o procedimento adotado pela filial do Distrito Federal, se de outra forma
não dispuser a legislação tributária local, emitindo também o respectivo documento fiscal de
serviços ao tomador dos serviços prestados. No retorno da mercadoria ao estabelecimento da
consulente, esta poderá creditar-se do imposto em destaque na nota fiscal emitida pelo estabele-
cimento situado em Goiás.
Por outro lado, se o tomador do serviço for contribuinte do ICMS, a consulente deve registrar a
nota fiscal que acompanha o bem ou mercadoria no Livro Registro de Entradas, na forma do
Regulamento. Na posterior saída do bem ou mercadoria recebida à matriz em Goiânia, a consulen-
te deverá observar o mesmo procedimento descrito na situação anterior, em que o tomador do
serviço não é obrigado à emissão de documentos fiscais.",8,28.5,61.27300262451172,369.7911682128906,876.5289916992188,False
